Date,TMean,TMax,TMin,TMinLand,PrecMean,V,CloudMean,WindMean,WindMean10,WindMean15,PressSea,PressStation,PrecSum,PrecDay,PrecNight,SnowHeight,SnowWater,Sun,RainTime,SnowTime,RainSnowTime,FogTime,DewTime,FrostTime,StormTime
2018-11-18,-2.8,1.6,8.0,8.6,83.4,4.2,5.3,1.1,0.0,0.0,1030.0,1014.3,0.2,0.0,0.2,,0.0,2.8,,4.2,,4.0,,11.2,
2018-11-19,2.0,3.0,0.6,0.7,84.3,6.0,7.8,4.9,0.0,0.0,1022.2,1007.0,0.1,0.1,0.0,,0.0,0.3,4.4,,0.6,1.3,,,
2018-11-20,1.4,2.3,0.8,0.5,78.1,5.3,8.0,6.1,0.0,0.0,1020.3,1005.0,1.9,0.0,1.9,,0.0,0.0,,6.6,,,,,
2018-11-21,0.6,1.3,0.3,0.3,88.1,5.6,8.0,4.8,0.0,0.0,1022.1,1006.7,0.0,0.0,0.0,3,0.0,0.0,1.8,2.3,,,,,
2018-11-22,1.2,1.8,0.8,0.5,84.0,5.6,8.0,4.4,0.0,0.0,1025.5,1010.1,0.0,0.0,0.0,,0.0,0.0,0.8,,,,,,
2018-11-23,3.7,6.0,1.1,1.0,86.6,6.9,7.9,3.6,0.0,0.0,1023.8,1008.6,0.0,0.0,0.0,,0.0,0.0,,,,,,,
2018-11-24,5.3,7.4,1.6,1.4,87.1,7.7,7.4,2.0,0.0,0.0,1015.5,1000.5,0.0,0.0,0.0,,0.0,0.4,1.6,,,,8.8,,
2018-11-25,4.8,9.7,0.8,2.3,86.3,7.4,4.4,1.4,0.0,0.0,1013.4,998.4,0.0,0.0,0.0,,0.0,7.0,,,,3.5,8.0,,
2018-11-26,3.0,5.8,1.3,1.1,85.6,6.5,7.9,3.9,0.0,0.0,1012.2,997.1,0.0,0.0,0.0,,0.0,0.0,,,,,10.0,,
2018-11-27,-0.1,1.7,1.2,1.6,71.6,4.3,7.6,1.9,0.0,0.0,1021.0,1005.7,0.0,0.0,0.0,,0.0,2.6,,,,,,,
2018-11-28,0.1,4.1,2.0,4.5,76.6,4.7,4.6,2.5,0.0,0.0,1030.3,1014.8,0.0,0.0,0.0,,0.0,2.3,,0.5,,,,6.0,
2018-11-29,-3.3,0.7,6.2,8.8,75.9,3.6,2.5,5.5,0.5,0.0,1030.0,1014.3,0.0,0.0,0.0,,0.0,7.5,,,,,,20.0,
2018-11-30,-1.2,2.0,4.6,6.2,64.8,3.6,4.0,7.5,2.5,0.0,1021.7,1006.3,0.0,0.0,0.0,,0.0,3.9,,,,,,15.0,
2018-12-01,-1.9,0.6,6.1,8.5,85.9,4.7,7.0,2.1,0.0,0.0,1017.8,1002.4,0.2,0.2,0.0,,0.0,0.0,2.0,1.6,,,,9.1,
2018-12-02,2.0,4.3,1.8,4.9,83.8,5.9,5.5,4.9,0.0,0.0,1009.9,994.8,2.3,0.6,1.7,,0.0,2.0,7.9,,,,,8.0,
2018-12-03,8.5,10.3,2.9,2.3,85.8,9.5,7.1,2.8,0.0,0.0,1003.8,989.1,1.3,0.6,0.7,,0.0,0.3,3.5,,,,,,
2018-12-04,6.9,10.3,2.9,0.8,84.1,8.5,5.0,3.9,0.0,0.0,1011.9,997.1,0.3,0.3,0.0,,0.0,1.4,5.8,,,,,,
2018-12-05,1.4,6.1,1.7,4.2,85.5,5.8,0.4,2.5,0.0,0.0,1028.2,1012.8,0.0,0.0,0.0,,0.0,7.5,,,,1.2,,8.1,
2018-12-06,1.3,4.8,3.4,5.8,82.6,5.5,7.1,3.3,0.0,0.0,1021.6,1006.3,0.7,0.0,0.7,,0.0,0.7,3.0,,,,,,
2018-12-07,8.8,11.2,3.5,2.9,82.5,9.4,7.5,3.6,0.0,0.0,1009.7,995.0,3.0,0.3,2.7,,0.0,0.0,9.4,,,,,,
2018-12-08,7.9,11.6,5.9,3.6,72.1,7.7,5.6,4.9,0.8,0.0,1004.1,989.4,0.9,0.0,0.9,,0.0,3.3,1.3,,,,,,
2018-12-09,7.6,10.0,5.5,2.9,76.3,7.9,6.8,6.0,0.0,0.0,996.1,981.6,1.3,0.5,0.8,,0.0,0.4,6.0,,,,,,
2018-12-10,4.2,7.2,2.5,1.3,82.0,6.8,6.8,6.5,0.2,0.0,1007.5,992.6,3.1,0.3,2.8,,0.0,2.7,2.3,,0.8,,,,
2018-12-11,2.6,3.2,1.6,0.8,89.6,6.6,7.5,4.1,0.0,0.0,1011.5,996.4,5.0,3.7,1.3,,0.0,0.0,14.3,,2.4,,,,
2018-12-12,1.0,2.7,0.5,1.9,89.4,5.9,6.1,2.3,0.0,0.0,1021.4,1006.1,0.0,0.0,0.0,,0.0,0.0,2.4,0.9,0.6,,,7.0,
2018-12-13,0.2,1.3,3.7,4.0,94.4,5.9,8.0,1.5,0.0,0.0,1023.8,1008.4,0.6,0.4,0.2,,0.0,0.0,3.5,14.3,,,,1.8,
2018-12-14,0.5,1.1,0.1,0.5,84.3,5.4,7.6,2.8,0.0,0.0,1026.0,1010.6,0.5,0.0,0.5,,0.0,0.0,,4.0,,,,2.0,
2018-12-15,0.1,1.1,0.8,1.1,82.3,5.1,7.9,2.6,0.0,0.0,1027.1,1011.7,0.0,0.0,0.0,1,0.0,0.0,,11.9,,,,,
2018-12-16,-1.4,0.6,2.5,3.4,81.9,4.5,7.4,2.5,0.0,0.0,1019.3,1003.9,0.0,0.0,0.0,,0.0,0.0,,3.8,,,,7.0,
2018-12-17,0.1,1.4,2.6,3.4,85.1,5.2,7.8,1.3,0.0,0.0,1022.0,1006.6,0.0,0.0,0.0,,0.0,0.0,,0.9,1.3,,,10.0,
2018-12-18,2.1,5.0,0.6,0.2,89.0,6.4,6.6,1.1,0.0,0.0,1027.7,1012.4,0.1,0.1,0.0,,0.0,0.1,1.9,,1.3,,2.0,4.0,
2018-12-19,-0.2,2.9,2.8,4.5,84.1,5.1,4.9,4.4,0.0,0.0,1022.6,1007.2,0.4,0.0,0.4,,0.0,3.4,1.4,,0.8,,,12.8,
2018-12-20,1.1,2.3,0.5,2.5,81.9,5.4,7.6,2.6,0.0,0.0,1018.1,1002.8,1.1,0.8,0.3,,0.0,1.1,2.3,1.5,1.0,,,,
2018-12-21,4.9,6.2,0.6,0.2,82.1,7.1,7.5,4.6,0.0,0.0,1012.2,997.2,4.0,0.4,3.6,,0.0,0.0,8.3,,,,,,
2018-12-22,8.1,11.2,3.7,3.4,76.3,8.2,7.3,5.8,0.2,0.0,1006.7,992.0,4.8,1.1,3.7,,0.0,0.0,7.2,,,,,,
2018-12-23,5.3,7.2,3.7,3.2,87.8,7.8,7.5,3.1,0.0,0.0,1016.2,1001.2,1.7,0.1,1.6,,0.0,0.0,7.2,,,,,,
2018-12-24,1.8,6.3,0.0,0.3,81.1,5.8,8.0,3.3,0.0,0.0,1019.3,1004.0,0.0,0.0,0.0,,0.0,0.0,5.8,9.4,,,,,
2018-12-25,2.8,4.3,0.3,0.5,87.6,6.6,8.0,5.0,0.0,0.0,1026.4,1011.1,2.2,2.2,0.0,,0.0,0.0,10.9,5.6,1.0,,,,
2018-12-26,4.3,4.8,3.6,3.0,84.9,7.0,7.9,6.0,0.0,0.0,1025.7,1010.5,0.0,0.0,0.0,,0.0,0.0,7.6,,,,,,
2018-12-27,6.3,8.2,4.1,3.7,87.9,8.4,7.5,5.0,0.0,0.0,1023.7,1008.7,0.0,0.0,0.0,,0.0,0.7,5.4,,,,,,
2018-12-28,5.4,6.1,4.8,4.4,87.8,7.8,7.8,4.1,0.0,0.0,1023.1,1008.0,0.5,0.1,0.4,,0.0,0.0,1.5,,,,,,
2018-12-29,5.1,5.9,3.4,2.5,91.4,8.0,7.8,3.5,0.0,0.0,1025.7,1010.6,0.9,0.4,0.5,,0.0,0.0,10.6,,,,,,
2018-12-30,4.5,6.9,3.6,2.0,88.3,7.4,7.8,3.8,0.0,0.0,1020.3,1005.2,5.6,4.3,1.3,,0.0,0.0,11.7,,,,,,
2018-12-31,2.5,4.8,0.2,1.5,87.3,6.4,6.4,2.3,0.0,0.0,1029.3,1014.0,0.0,0.0,0.0,,0.0,1.2,1.8,,,,,2.0,
2019-01-01,5.6,8.1,0.0,0.7,82.9,7.6,7.5,6.9,4.9,0.0,1017.4,1002.5,0.9,0.5,0.4,,0.0,0.1,4.0,,,,,,
2019-01-02,1.6,6.0,0.0,0.5,73.9,5.1,7.0,5.6,1.6,0.0,1017.1,1001.9,0.7,0.7,0.0,,0.0,0.0,0.4,3.3,1.6,,,,
2019-01-03,-1.2,0.3,2.4,3.5,73.4,4.1,6.1,3.3,0.0,0.0,1028.0,1012.5,2.2,2.2,0.0,,0.0,1.3,,6.8,,,,,
2019-01-04,-1.2,1.4,4.8,6.2,88.0,5.0,7.5,3.9,0.0,0.0,1027.2,1011.7,3.5,1.2,2.3,3,0.0,0.0,6.3,8.6,0.8,,,,
2019-01-05,3.2,5.3,1.0,0.6,90.8,7.0,7.6,3.9,0.0,0.0,1016.5,1001.4,1.8,1.8,0.0,,0.0,0.0,12.6,1.6,1.6,,,,
2019-01-06,0.6,3.4,0.3,0.7,77.8,5.0,7.9,2.8,0.0,0.0,1025.0,1009.6,0.0,0.0,0.0,,0.0,0.0,,15.0,0.5,,,,
2019-01-07,-0.6,1.0,2.2,4.1,86.3,5.1,7.6,1.9,0.0,0.0,1027.8,1012.3,2.4,0.0,2.4,,0.0,0.5,1.2,2.0,,,,2.1,
2019-01-08,3.6,6.1,1.2,1.3,84.3,6.7,7.5,5.5,0.0,0.0,1005.0,990.1,6.6,4.9,1.7,,0.0,1.5,15.8,,0.4,,,,
2019-01-09,1.6,4.6,0.8,0.6,92.3,6.3,8.0,3.6,0.0,0.0,1002.2,987.2,2.0,1.2,0.8,,0.0,0.0,9.0,1.4,8.9,,,,
2019-01-10,0.4,1.7,0.2,0.4,89.6,5.6,8.0,2.5,0.0,0.0,1017.7,1002.4,1.5,0.9,0.6,1,0.0,0.0,,22.9,1.1,,,,
2019-01-11,-0.7,0.5,3.5,4.2,85.1,5.0,7.5,3.6,0.0,0.0,1018.2,1002.8,2.2,0.8,1.4,2,0.0,3.3,4.2,10.5,0.1,,,,
2019-01-12,3.6,4.6,0.5,0.5,88.5,7.0,7.8,4.9,0.0,0.0,1010.7,995.7,3.9,0.0,3.9,,0.0,0.0,11.5,,,,,,
2019-01-13,5.0,6.5,3.5,2.8,86.4,7.5,7.6,6.5,0.0,0.0,997.4,982.7,7.2,1.4,5.8,,0.0,0.1,13.8,,,,,,
2019-01-14,2.2,6.8,2.2,3.3,69.5,5.1,4.0,7.0,0.2,0.0,996.6,981.7,1.2,1.2,0.0,,0.0,4.7,3.0,1.8,0.5,,,,
2019-01-15,1.9,3.4,2.6,3.9,83.0,5.9,7.6,7.9,3.7,0.0,1008.0,992.9,3.0,1.7,1.3,1,0.0,0.0,9.0,6.8,1.0,,,,
2019-01-16,5.4,7.3,3.3,2.7,82.6,7.4,7.6,6.3,0.0,0.0,1008.2,993.4,0.0,0.0,0.0,,0.0,0.0,5.8,,,,,2.0,
2019-01-17,5.5,7.3,1.7,1.1,68.9,6.2,6.4,4.6,0.0,0.0,1002.7,987.9,0.0,0.0,0.0,,0.0,0.2,2.3,,,,,1.0,
2019-01-18,0.0,6.3,3.2,4.2,76.3,4.7,4.3,4.8,0.0,0.0,1014.3,999.0,0.1,0.1,0.0,,0.0,0.5,0.1,4.4,0.1,,,5.0,
2019-01-19,-1.7,1.7,4.7,6.3,76.5,4.1,5.1,1.8,0.0,0.0,1021.5,1006.1,0.0,0.0,0.0,,0.0,5.0,,1.9,,,,8.3,
2019-01-20,-4.5,0.9,8.7,9.6,84.4,3.7,1.0,0.8,0.0,0.0,1019.9,1004.3,0.0,0.0,0.0,,0.0,7.1,,,,0.8,,8.3,
2019-01-21,-4.1,1.1,7.1,8.7,84.3,3.8,4.6,1.9,0.0,0.0,1023.2,1007.5,0.0,0.0,0.0,,0.0,3.3,,0.9,,2.1,,4.4,
2019-01-22,-6.2,4.8,7.7,9.2,90.5,3.5,5.9,2.5,0.0,0.0,1015.9,1000.2,0.0,0.0,0.0,,0.0,0.0,,4.4,,0.2,,,
2019-01-23,-5.8,2.6,9.7,11.6,83.0,3.3,6.9,4.6,0.0,0.0,1007.7,992.2,0.0,0.0,0.0,,0.0,0.0,,11.1,,,,,
2019-01-24,-4.2,2.7,5.1,5.0,72.0,3.2,8.0,4.5,0.0,0.0,1012.1,996.6,0.6,0.0,0.6,,0.0,0.0,,8.0,,,,,
2019-01-25,-4.6,3.6,5.4,5.4,80.3,3.5,7.8,2.4,0.0,0.0,1014.3,998.8,0.1,0.1,0.0,1,0.0,0.0,,18.8,,,,,
2019-01-26,-1.3,1.0,6.2,7.8,85.3,4.8,8.0,2.5,0.0,0.0,1006.1,990.9,3.0,2.0,1.0,2,0.0,0.0,4.7,10.8,1.2,,,,
2019-01-27,3.0,6.6,0.5,0.1,81.4,6.1,7.3,4.3,0.0,0.0,995.9,981.1,0.0,0.0,0.0,2,0.0,0.3,3.0,,,,,,
2019-01-28,1.9,4.3,0.2,2.7,80.8,5.7,6.5,2.8,0.0,0.0,994.4,979.5,0.0,0.0,0.0,,0.0,0.0,0.3,,,,,9.0,
2019-01-29,1.1,3.0,1.7,4.1,77.4,5.1,6.6,4.3,0.0,0.0,1003.2,988.2,0.0,0.0,0.0,,0.0,1.4,,2.5,1.3,,,4.7,
2019-01-30,-1.6,3.0,5.4,7.7,80.6,4.4,1.1,2.9,0.0,0.0,1003.9,988.7,0.0,0.0,0.0,,0.0,8.2,,,,,,7.0,
2019-01-31,-2.1,2.4,5.9,8.0,82.9,4.3,3.3,2.5,0.0,0.0,1002.9,987.7,0.0,0.0,0.0,,0.0,4.9,,,,,,16.0,
2019-02-01,0.7,4.0,4.1,6.4,80.8,5.2,6.3,4.4,0.0,0.0,999.7,984.7,0.0,0.0,0.0,,0.0,2.9,,,,,,9.0,
2019-02-02,7.0,13.1,1.5,0.4,76.6,7.7,6.3,3.6,0.8,0.0,996.7,982.1,3.1,0.0,3.1,,0.0,2.2,,,,0.9,,,
2019-02-03,0.9,3.9,0.7,2.2,94.0,6.1,8.0,1.5,0.0,0.0,1010.4,995.3,12.0,9.4,2.6,,0.0,0.0,2.8,10.5,9.5,,,,
2019-02-04,0.2,1.6,0.1,2.6,85.8,5.3,6.0,2.6,0.0,0.0,1027.7,1012.2,0.0,0.0,0.0,5,3.0,0.0,,5.4,,,,5.0,
2019-02-05,-1.9,3.4,7.3,9.7,79.3,4.2,5.1,2.6,0.0,0.0,1028.8,1013.2,0.0,0.0,0.0,5,3.0,5.9,,,,,,10.0,
2019-02-06,0.9,3.8,2.0,4.4,75.4,4.9,5.3,3.0,0.0,0.0,1028.3,1012.8,0.0,0.0,0.0,5,3.6,5.1,,,,,,4.0,
2019-02-07,-0.7,5.4,6.6,8.3,74.0,4.3,5.5,4.0,0.0,0.0,1017.2,1001.9,1.6,0.0,1.6,5,2.8,6.8,3.1,,,,,8.0,
2019-02-08,3.0,7.1,0.4,2.1,77.1,5.8,3.8,4.0,0.0,0.0,1018.1,1003.0,0.0,0.0,0.0,4,0.0,8.6,,,,,,7.0,
2019-02-09,5.4,9.3,0.2,2.9,68.1,6.0,4.9,5.5,0.0,0.0,1011.1,996.2,0.0,0.0,0.0,,0.0,4.4,0.4,,,,5.0,3.0,
2019-02-10,6.1,8.7,3.5,1.3,67.9,6.4,6.4,5.6,0.5,0.0,1005.7,990.9,0.0,0.0,0.0,,0.0,1.4,,,,,8.0,,
2019-02-11,4.9,7.6,2.4,2.3,77.3,6.7,7.3,6.1,0.0,0.0,1004.1,989.3,1.7,1.5,0.2,,0.0,1.0,8.8,,,,,,
2019-02-12,2.3,5.5,1.3,0.2,64.9,4.7,4.3,4.0,0.0,0.0,1024.1,1008.8,0.0,0.0,0.0,,0.0,5.0,,1.8,,,,,
2019-02-13,4.0,6.4,1.9,3.9,86.0,7.1,7.8,5.5,0.0,0.0,1031.5,1016.2,0.1,0.1,0.0,,0.0,0.0,5.3,,,,,,
2019-02-14,6.2,7.2,5.5,4.9,91.4,8.6,7.8,3.1,0.0,0.0,1035.1,1019.9,0.0,0.0,0.0,,0.0,0.0,8.7,,,,,,
2019-02-15,5.6,11.5,1.4,3.3,70.9,6.3,4.8,2.4,0.0,0.0,1033.7,1018.5,0.0,0.0,0.0,,0.0,9.4,,,,1.0,,1.0,
2019-02-16,5.2,15.5,2.7,5.5,64.3,5.5,1.3,1.5,0.0,0.0,1028.8,1013.6,0.0,0.0,0.0,,0.0,9.6,,,,,,11.0,
2019-02-17,4.3,14.4,3.0,5.2,67.9,5.4,4.0,0.8,0.0,0.0,1025.8,1010.5,0.0,0.0,0.0,,0.0,9.5,,,,,1.0,9.7,
2019-02-18,4.1,14.7,4.0,5.7,74.1,5.8,3.8,1.4,0.0,0.0,1021.7,1006.5,0.0,0.0,0.0,,0.0,9.7,,,,1.5,,5.0,
2019-02-19,5.3,13.9,3.2,5.5,71.9,6.3,3.4,3.4,0.0,0.0,1016.7,1001.7,0.3,0.2,0.1,,0.0,8.3,2.5,,,,,8.0,
2019-02-20,6.9,9.0,3.3,0.9,69.8,6.9,7.0,5.1,0.0,0.0,1021.0,1006.1,0.0,0.0,0.0,,0.0,0.1,,,,,,,
2019-02-21,6.6,9.4,3.7,2.0,78.3,7.7,7.9,4.0,0.0,0.0,1023.8,1008.7,7.6,3.0,4.6,,0.0,0.2,10.6,,,,,,
2019-02-22,2.1,7.9,1.2,3.0,66.9,5.2,3.9,3.8,0.0,0.0,1033.9,1018.5,0.0,0.0,0.0,,0.0,7.5,4.6,,,,,5.0,
